address,city,rn_wage,zip,facility_name,medicaid,private_pay,total_hours,street,medicare,fname,rn_hours,idph_id,lat,lon
3705 Deerfield Road Riverwoods IL 60015,Riverwoods,25.79,60015,Brentwood Nrth HC Rehab Ctr,2742184,2660405,51067,3705 Deerfield Road,3307096,brentwood_north_hc_rehab_ctr_2014_0050112.xml.xml,58422,50112,42.167667,-87.915978
5400 West 87th St Burbank IL 60459,Burbank,32.07,60459,Brentwood Sub Acute HC Ctr,0,493824,29273,5400 West 87th St,-1885675,brentwood_sub_acute_hlthcr_ctr_2014_0052522.xml.xml,32255,52522,41.734276,-87.755414
150 N 27TH STREET BELLEVILLE IL 62226,BELLEVILLE,27.23,62226,BRIA OF BELLEVILLE,4879742,317201,45244,150 N 27TH STREET,4113851,bria_of_belleville_2014_0034678.xml.xml,7672,34678,38.525876,-90.010551
3354 JEROME LANE CAHOKIA IL 62206,CAHOKIA,22.78,62206,BRIA OF CAHOKIA,4810607,156859,43964,3354 JEROME LANE,2430948,bria_of_cahokia_2014_0048645.xml.xml,3191,48645,38.551543,-90.149402
120 WEST 26TH STREET SO CHICAGO HTS IL 60411,SO CHICAGO HTS,30.76,60411,BRIA OF CHICAGO HEIGHTS,4735087,70154,37327,120 WEST 26TH STREET,2076699,bria_of_chicago_heights_2014_0043406.xml.xml,11376,43406,41.49149,-87.640569
8001 S WESTERN AVE CHICAGO IL 60620,CHICAGO,26.6,60620,BRIA OF FOREST EDGE,12948836,83229,95005,8001 S WESTERN AVE,4278788,bria_of_forest_edge_2014_0052035.xml.xml,13151,52035,41.748288,-87.682805
1101 EAST STATE ST GENEVA IL 60134,GENEVA,30.57,60134,BRIA OF GENEVA,2974107,3005636,30876,1101 EAST STATE ST,1068282,bria_of_geneva_2014_0051540.xml.xml,19995,51540,41.887567,-88.283515
10426 SOUTH ROBERTS PALOS HILLS IL 60465,PALOS HILLS,31.38,60465,BRIA OF PALOS HILLS,5925148,372536,47306,10426 SOUTH ROBERTS,3038078,bria_of_palos_hills_2014_0051136.xml.xml,12680,51136,41.701688,-87.817304
14500 SOUTH MANISTEE BURNHAM IL 60633,BURNHAM,28.51,60633,BRIA OF RIVER OAKS,12477780,19520,94154,14500 SOUTH MANISTEE,4715984,bria_of_river_oaks_2014_0052043.xml.xml,18842,52043,41.634796,-87.555534
6501 S CASS AVENUE WESTMONT IL 60559,WESTMONT,30.37,60559,BRIA OF WESTMONT,7605224,1891546,66315,6501 S CASS AVENUE,3773325,bria_of_westmont_2014_0050120.xml.xml,23394,50120,41.770022,-87.974437
6800 West Joliet Indian Head Park IL 60525,Indian Head Park,33.19,60525,Briar Place,9121600,282721,80173,6800 West Joliet,8492,briar_place_2014_0031765.xml.xml,19793,31765,41.768419,-87.891061
228 Briarbrook Drive East Peoria IL 61611,East Peoria,0,61611,Briarbrook Place,607728,0,4696,228 Briarbrook Drive,0,briarbrook_place_2014_0038232.xml.xml,0,38232,40.633243,-89.55067
8100 S HARLEM AVENUE BRIDGEVIEW IL 60455,BRIDGEVIEW,33.62,60455,BRIDGEVIEW HLTH CARE CENTER,5459822,1721896,49723,8100 S HARLEM AVENUE,3012667,bridgeview_health_care_center_2014_0037358.xml.xml,10934,37358,41.744071,-87.799632
111 E Washington St Bensenville IL 60106,Bensenville,30.26,60106,Bridgeway Chr Vlg Reh & SNF,5252438,2567903,56089,111 E Washington St,-656620,bridgeway_chr_vlg_rehab_snf_2014_0048819.xml.xml,52487,48819,41.947879,-87.938355
4538 North Beacon Chicago IL 60640,Chicago,27.36,60640,Brightview Hlthcare & Rehab,4710796,364815,39428,4538 North Beacon,726839,brightview_healthcare_rehab_2014_0030551.xml.xml,22160,30551,41.964192,-87.663837
43 Broadway Chicago Heights IL 60411,Chicago Heights,0,60411,Broadway Terrace,627991,179004,5417,43 Broadway,0,broadway_terrace_2014_0043182.xml.xml,0,43182,41.519618,-87.642656
3400 South Indiana Chicago IL 60616,Chicago,32.62,60616,Bronzeville Park N & Lvg Ctr,11731357,381249,96514,3400 South Indiana,1487842,bronzeville_park_nsg_lvg_ctr_2014_0040592.xml.xml,37768,40592,41.832901,-87.6218
2508 St James Road Springfield IL 62707,Springfield,0,62707,Brother James Court,3070924,46482,31945,2508 St James Road,0,brother_james_court_2014_0020495.xml.xml,0,20495,39.718706,-89.630833
2150 East McCord Centralia IL 62801,Centralia,19.75,62801,Bryan Manor,6247919,5092,34841,2150 East McCord,0,bryan_manor_2014_0048629.xml.xml,8712,48629,38.525344,-89.108337
5547 North Kenmore Chicago IL 60640,Chicago,30.71,60640,Bryn Mawr Care,4574223,60210,55818,5547 North Kenmore,0,bryn_mawr_care_2014_0035618.xml.xml,1466,35618,41.982715,-87.656511
2625 West Touhy Ave Chicago IL 60645,Chicago,29.05,60645,Buckingham Pavilion,2169440,2277138,34618,2625 West Touhy Ave,1287911,buckingham_pavilion_2014_0019836.xml.xml,20567,19836,42.012087,-87.695535
5801 South Cass Ave Westmont IL 60559,Westmont,30.91,60559,Burgess Square Hlthcare Ctr,1742023,3396284,53147,5801 South Cass Ave,2735523,burgess_square_healthcare_ctr_2014_0051847.xml.xml,60727,51847,41.781877,-87.974774
900 EAST SCOTT ST OLNEY IL 62450,OLNEY,18.94,62450,BURGIN MANOR OF OLNEY INC,0,0,48285,900 EAST SCOTT ST,0,burgin_manor_of_olney_inc_2014_0026765.xml.xml,32436,26765,38.737289,-88.075913
545 Burnham University Park IL 60466,University Park,0,60466,Burnham House,0,0,5515,545 Burnham,0,burnham_house_2014_0041327.xml.xml,0,41327,41.4499,-87.684214
410 N 2nd St Box 219 Marshall IL 62441,Marshall,26.29,62441,Burnsides Community Hlth Ctr,0,0,26071,410 N 2nd St Box 219,0,burnsides_community_health_ctr_2014_0007153.xml.xml,8366,7153,39.39143,-87.69364
2 Annable Court Cahokia IL 62206,Cahokia,26.8,62206,Cahokia Nursing  Rehab Ctr,4854881,47387,40502,2 Annable Court,876028,cahokia_nursing_rehab_center_2014_0039636.xml.xml,4324,39636,38.562045,-90.173709
1 Myrtle Lane Hardin IL 62047,Hardin,24.55,62047,Calhoun Nsg & Rehab Center,2026217,1085293,27400,1 Myrtle Lane,1487566,calhoun_nsg_rehab_center_2014_0046888.xml.xml,11586,46888,39.158533,-90.624555
2829 S California Bl Chicago IL 60608,Chicago,29.07,60608,California Gardens N & Reh C,10839968,133145,100031,2829 S California Bl,462098,california_gardens_n_rehab_c_2014_0040022.xml.xml,32002,40022,41.842584,-87.694597
1380 River Drive Calumet City IL 60409,Calumet City,0,60409,Calumet City Terrace,957506,157587,5269,1380 River Drive,0,calumet_city_terrace_2014_0043190.xml.xml,0,43190,41.594816,-87.55027
9615 NORTH KNOX AVE SKOKIE IL 60076,SKOKIE,31.28,60076,CAMBRIDGE NURSING REHAB CTR,4912290,665050,36677,9615 NORTH KNOX AVE,1367735,cambridge_nursing_rehab_center_2014_0048959.xml.xml,21260,48959,42.055458,-87.7431
2503 Canterbury Lane Rockford IL 61101,Rockford,0,61101,Canterbury Place,967567,159313,5634,2503 Canterbury Lane,0,canterbury_place_2014_0039016.xml.xml,0,39016,42.309763,-89.097025
555 West Carpenter Springfield IL 62702,Springfield,27.56,62702,Capitol Hlthcare & Rehab Ctr,5621666,711289,57521,555 West Carpenter,2078372,capitol_hlthcare_rehab_ctr_2014_0052183.xml.xml,12035,52183,39.807653,-89.662457
120 North Tower Road Carbondale IL 62901,Carbondale,21.47,62901,Carbondale Rehab & Nrsg Ctr,1387581,802632,23421,120 North Tower Road,1051420,carbondale_rehab_and_nrsg_ctr_2014_0051029.xml.xml,6574,51029,37.727137,-89.255818
801 West Martin St Abingdon IL 61410,Abingdon,20.3,61410,Care Center of Abingdon,1356644,909582,19409,801 West Martin St,620195,care_center_of_abingdon_2014_0047951.xml.xml,7551,47951,40.801549,-90.409966
1221 South Plum St Carlinville IL 62626,Carlinville,0,62626,Carlinville Estates,667791,0,5728,1221 South Plum St,0,carlinville_estates_2014_0039362.xml.xml,0,39362,39.268319,-89.884043
751 North Oak Street Carlinville IL 62626,Carlinville,24.08,62626,Carlinville Rehab & HCC,2310842,641308,25719,751 North Oak Street,325084,carlinville_rehab_hcc_2014_0049239.xml.xml,7932,49239,39.288115,-89.885565
725 W Montrose Ave Chicago IL 60613,Chicago,32.48,60613,The Carlton at the Lake,8442527,1754813,80746,725 W Montrose Ave,2063849,carlton_at_the_lake_2014_0025403.xml.xml,50529,25403,41.961858,-87.648912
501 Clinton Street Carlyle IL 62231,Carlyle,24.36,62231,Carlyle Healthcare Center,0,0,34249,501 Clinton Street,0,carlyle_healthcare_center_2014_0010660.xml.xml,23700,10660,38.614148,-89.363849
1641 Carole Lane Sauk Village IL 60411,Sauk Village,0,60411,Carole Lane Terrace,435763,96784,3799,1641 Carole Lane,0,carole_lane_terrace_2014_0047977.xml.xml,0,47977,41.490226,-87.574237
910 17th Street Charleston IL 61920,Charleston,0,61920,Carolyn Smith House,0,0,4847,910 17th Street,0,carolyn_smith_house_2014_0032128.xml.xml,0,32128,39.490913,-88.164678
6789 Rt 45 E Box 68 Carrier Mills IL 62917,Carrier Mills,20.09,62917,Carrier Mills Nsg & Reh Ctr,2659626,1027589,34282,6789 Rt 45 E Box 68,1176352,carrier_mills_nsg_rehab_ctr_2014_0025130.xml.xml,8270,25130,37.68422,-88.63283
1205 North Center St Carthage IL 62321,Carthage,0,62321,Carthage Terrace,519699,121437,5630,1205 North Center St,0,carthage_terrace_2014_0035543.xml.xml,0,35543,40.418681,-91.124215
910 Woodburn Avenue Sterling IL 61081,Sterling,0,61081,Casa Willis,527679,156332,5434,910 Woodburn Avenue,0,casa_willis_2014_0035071.xml.xml,0,35071,41.794416,-89.71573
100 NE 15th Casey IL 62420,Casey,24.39,62420,Casey Health Care Center,1464132,910175,20121,100 NE 15th,609871,casey_health_care_center_2014_0052308.xml.xml,6436,52308,39.30551,-87.976103
601 West Lincoln Ave Caseyville IL 62232,Caseyville,26.27,62232,Caseyville Nrsg  Rehab Ctr,4473303,979860,44362,601 West Lincoln Ave,1478146,caseyville_nursing_rehab_ctr_2014_0039644.xml.xml,3163,40543,38.634222,-90.035609
5825 West Cermak Rd Cicero IL 60804,Cicero,31.09,60804,Cedar Pointe Rehab & Nursing,11399535,60104,98333,5825 West Cermak Rd,1527949,cedar_pointe_rehab_nursing_2014_0050955.xml.xml,11591,50955,41.850876,-87.770091
One Perryman Street Lebanon IL 62254,Lebanon,25.08,62254,Cedar Ridge Hlth & Rehab Ctr,2810701,1573085,37540,One Perryman Street,2960965,cedar_ridge_health_rehab_ctr_2014_0042838.xml.xml,21946,42838,38.598315,-89.821614
1401 N California Chicago IL 60622,Chicago,27.66,60622,Center Home Hispanic Elderly,7645820,95724,52404,1401 N California,1511967,center_home_hispanic_elderly_2014_0050989.xml.xml,16147,50989,41.906577,-87.696968
4747 N Canfield Ave Norridge IL 60706,Norridge,33.46,60706,Central Baptist Village,1905783,5611639,46932,4747 N Canfield Ave,734024,central_baptist_village_2014_0007435.xml.xml,26466,7435,41.965842,-87.826686
2450 N Central Ave Chicago IL 60639,Chicago,20.88,60639,Central Nrsg & Rehab Center,9712038,101136,84116,2450 N Central Ave,1796955,central_nrsg_rehab_center_2014_0050526.xml.xml,35004,50526,41.92492,-87.766097
321-27 North Central Chicago IL 60644,Chicago,32.82,60644,Central Plaza Residential H,9064278,31590,72290,321-27 North Central,0,central_plaza_residential_h_2014_0017038.xml.xml,4645,17038,41.881419,-87.764821
1910 E McCord Rt 161 Centralia IL 62801,Centralia,21.28,62801,Centralia Manor,2028079,1435779,34754,1910 E McCord Rt 161,4401019,centralia_manor_2014_0047225.xml.xml,14614,47225,38.525343,-89.10865
7350 N SHERIDAN ROAD CHICAGO IL 60626,CHICAGO,32.12,60626,CHALET LIVING & REHAB CTR,9534081,1126297,69530,7350 N SHERIDAN ROAD,3954473,chalet_living_rehab_ctr_2014_0051615.xml.xml,32210,51615,42.015229,-87.664882
340 Heritage Drive Bourbonnais IL 60914,Bourbonnais,0,60914,Chamness Square,612842,133242,5689,340 Heritage Drive,0,chamness_square_2014_0048017.xml.xml,0,48017,41.164333,-87.882107
500 S Art Bartell Dr Urbana IL 61802,Urbana,28.54,61802,Champaign County Nrsing Home,6612764,5122182,79467,500 S Art Bartell Dr,2106789,champaign_county_nursing_home_2014_0046664.xml.xml,35000,46664,40.110346,-88.184408
808 North Third St St Joseph IL 61873,St Joseph,0,61873,Champaign Terrace,0,0,3962,808 North Third St,0,champaign_terrace_2014_0034934.xml.xml,0,34934,40.117888,-88.040459
302 Burwash Avenue Savoy IL 61874,Savoy,20.07,61874,Champaign Urbana Nsg & Rehab,3509824,1749865,44882,302 Burwash Avenue,3639997,champaign_urbana_nrsg_rehab_2014_0052217.xml.xml,32600,52217,40.074382,-88.251479
716 Eighteenth St Charleston IL 61920,Charleston,25.02,61920,Charleston Rehab & Health CC,1769082,571825,22027,716 Eighteenth St,619012,charleston_rehab_health_cc_2014_0050658.xml.xml,4290,50658,39.493802,-88.16365
7050 Madison Street Willowbrook IL 60521,Willowbrook,31.72,60521,Chateau Nrsg & Rehab Center,5203815,1702877,50732,7050 Madison Street,251333,chateau_nrsg_rehab_center_2014_0046177.xml.xml,33687,46177,41.772524,-87.935707
770 State Street Chester IL 62233,Chester,25.5,62233,Chester Rehab & Nrsg Center,1071064,406170,13907,770 State Street,403443,chester_rehab_and_nrsg_center_2014_0051532.xml.xml,1195,51532,37.906864,-89.826111
10602 Southwest Hwy Chicago Ridge IL 60415,Chicago Ridge,26.59,60415,Chicago Ridge Nursing Center,0,0,78720,10602 Southwest Hwy,0,chicago_ridge_nursing_center_2014_0045815.xml.xml,31727,45815,41.699465,-87.795513
121 West 154th St Harvey IL 60426,Harvey,27.7,60426,Childrens Habilitation Ctr,10117550,0,22509,121 West 154th St,0,childrens_habilitation_ctr_2014_0018424.xml.xml,15878,18424,41.609904,-87.663207
1507 7th Street Lincoln IL 62656,Lincoln,27.18,62656,Christian Nursing Home,2099409,2843217,37239,1507 7th Street,-363909,christian_nursing_home_2014_0004630.xml.xml,9696,4630,40.148707,-89.384545
107 N Watkins Bx 370 Cisne IL 62823,Cisne,21.82,62823,Cisne Rehab & Hlth Care Ctr,919319,412870,11196,107 N Watkins Bx 370,284809,cisne_rehab_health_care_ctr_2014_0047423.xml.xml,5574,47423,38.518438,-88.439385
2000 West Lake St Hanover Park IL 60133,Hanover Park,29.78,60133,Claremont Hanover Park,68372,899845,32381,2000 West Lake St,3928136,claremont_hanover_park_2014_0049957.xml.xml,43311,49957,41.988243,-88.145032
150 North Weiland Buffalo Grove IL 60089,Buffalo Grove,33.81,60089,Claremont Rehab  Living Ctr,5350830,1990305,61809,150 North Weiland,2530877,claremont_rehab_living_ctr_2014_0047043.xml.xml,35493,47043,42.157195,-87.953797
7433 North Clark St Chicago IL 60626,Chicago,30.15,60626,Clark Manor Cnv Center,10235209,531,83035,7433 North Clark St,1257743,clark_manor_cnv_center_2014_0038596.xml.xml,34731,38596,42.016617,-87.675225
EAST MONROE STREET CUBA IL 61427,CUBA,26.42,61427,THE CLAYBERG,1268824,883159,17112,EAST MONROE STREET,388287,clayberg_2014_0014290.xml.xml,6770,14290,40.488428,-90.190282
2026 N Clark Street Chicago IL 60614,Chicago,30.04,60614,Clayton Residential Home,9182341,31481,73976,2026 N Clark Street,0,clayton_residential_home_2014_0016634.xml.xml,2545,16634,41.918894,-87.636388
3201 W CAMPBELL ST ROLLING MEADOWS IL 60008,ROLLING MEADOWS,31.78,60008,CLEARBROOK CENTER,0,0,32317,3201 W CAMPBELL ST,0,clearbrook_center_2014_0030023.xml.xml,17775,30023,42.084028,-88.01842
3802 S OLD WILKE RD ROLLING MEADOWS IL 60008,ROLLING MEADOWS,22.05,60008,CLEARBROOK EAST,0,0,5833,3802 S OLD WILKE RD,0,clearbrook_east_2014_0033027.xml.xml,1600,33027,42.066649,-88.007052
3980 FAIRFAX ROLLING MEADOWS IL 60008,ROLLING MEADOWS,33.93,60008,CLEARBROOK WEST,0,0,5823,3980 FAIRFAX,0,clearbrook_west_2014_0033035.xml.xml,1040,33035,42.083119,-88.029641
34377 N ALMOND ROAD GURNEE IL 60031,GURNEE,24.92,60031,CLEARBROOK WRIGHT HOME,0,0,5762,34377 N ALMOND ROAD,0,clearbrook_wright_home_2014_0044297.xml.xml,11252,44297,42.362651,-87.978239
111 East Illinois St New Baden IL 62265,New Baden,21.12,62265,Clinton Manor Living Center,4304719,370694,31574,111 East Illinois St,339643,clinton_manor_living_center_2014_0033159.xml.xml,4346,33159,38.53402,-89.698706
430 South Front St Cobden IL 62920,Cobden,19.56,62920,Cobden Rehab and Nrsg Center,2017612,150322,22406,430 South Front St,273574,cobden_rehab_and_nrsg_center_2014_0051003.xml.xml,5742,51003,37.527007,-89.254008
145 S Crosswell Ave Bradley IL 60915,Bradley,0,60915,Collins Square,451919,106636,4304,145 S Crosswell Ave,0,collins_square_2014_0048009.xml.xml,0,48009,41.142724,-87.878228
614 North Summit Collinsville IL 62234,Collinsville,25.43,62234,Collinsville Rehab & Hlth CC,2257435,298112,21012,614 North Summit,230807,collinsville_rehab_health_cc_2014_0048447.xml.xml,2181,48447,38.666155,-89.996336
920 WEST FOURTH ST CENTRALIA IL 62801,CENTRALIA,0,62801,COLONIAL APARTMENTS,497884,0,5149,920 WEST FOURTH ST,0,colonial_apartments_2014_0038125.xml.xml,0,38125,38.525309,-89.143132
515 Bureau Val Pkwy Princeton IL 61356,Princeton,27.89,61356,Colonial Hlthcre & Rehab Ctr,1783890,1586134,24204,515 Bureau Val Pkwy,569992,colonial_hlthcare_rehab_ctr_2014_0052167.xml.xml,14508,52167,41.370247,-89.45041
620 Warrington Ave Danville IL 61832,Danville,26.03,61832,Colonial Manor,0,0,26163,620 Warrington Ave,0,colonial_manor_2014_0042168.xml.xml,14839,42168,40.12552,-87.655529
253 Bradington Drive Columbia IL 62236,Columbia,29.99,62236,Columbia Rehab & Nrsg Center,2156079,3096947,39928,253 Bradington Drive,1718032,columbia_rehab_and_nrsg_center_2014_0051381.xml.xml,5367,51381,38.44488,-90.224617
5107-21 W Jackson Bl Chicago IL 60644,Chicago,28.31,60644,Columbus Manor Res Care Home,0,0,49898,5107-21 W Jackson Bl,0,columbus_manor_res_care_home_2014_0052407.xml.xml,3077,52407,41.876903,-87.740493
901 South Austin Chicago IL 60644,Chicago,26.56,60644,Columbus Park N & Rehab Ctr,5733227,59215,70486,901 South Austin,476593,columbus_park_n_rehab_center_2014_0037960.xml.xml,15488,37960,41.87041,-87.774276
4314 S Wabash Avenue Chicago IL 60653,Chicago,27.63,60653,Community Care Center,7427370,434070,65394,4314 S Wabash Avenue,-461888,community_care_center_2014_0051722.xml.xml,22885,51722,41.816253,-87.624724
1136 North Mill St Naperville IL 60563,Naperville,27.4,60563,Community Nrsing  Rehab Ctr,4028184,2081273,42199,1136 North Mill St,1360130,community_nursing_rehab_ctr_2014_0044750.xml.xml,27704,44750,41.788865,-88.154427
4101 West Iles Ave Springfield IL 62711,Springfield,25.28,62711,Concordia Village Care Ctr,191064,4427171,22316,4101 West Iles Ave,590059,concordia_village_care_center_2014_0051078.xml.xml,11485,51078,39.77086,-89.731624
5336 N Western Ave Chicago IL 60625,Chicago,30.78,60625,Continental Nsg & Rehab Ctr,8097976,357507,61006,5336 N Western Ave,3119221,continental_nsg_rehab_ctr_2014_0049932.xml.xml,27058,49932,41.978389,-87.689318
1009 South Irving Monticello IL 61856,Monticello,0,61856,Cornerstone Home,0,0,4317,1009 South Irving,0,cornerstone_home_2014_0033837.xml.xml,0,33837,40.018612,-88.575639
5533 North Galena Rd Peoria Heights IL 61616,Peoria Heights,24.5,61616,Cornerstone Rehab & HC,0,0,26112,5533 North Galena Rd,0,cornerstone_rehab_hc_2014_0052225.xml.xml,5005,52225,40.754848,-89.562648
600 E Robinwood Dr Robinson IL 62454,Robinson,21.98,62454,Cotillion Ridge Nursing Ctr,0,0,21939,600 E Robinwood Dr,0,cotillion_ridge_nursing_center_2014_0045138.xml.xml,11462,45138,39.014191,-87.73471
13138 State Route 13 Coulterville IL 62237,Coulterville,23.83,62237,Coulterville Rehab & HCC,1362002,1429189,25324,13138 State Route 13,266341,coulterville_rehab_hcc_2014_0052597.xml.xml,3056,52597,38.191343,-89.629105
4900 West 183rd St Country Club Hills IL 60478,Country Club Hills,25.18,60478,Country Club Terrace,679351,5928,5840,4900 West 183rd St,0,country_club_terrace_2014_0037267.xml.xml,82,37267,41.557085,-87.735691
2304 C R 3000 N Gifford IL 61847,Gifford,29.12,61847,Country Health,0,0,30549,2304 C R 3000 N,0,country_health_2014_0007880.xml.xml,13180,7880,40.312907,-88.017285
2330 W Galena Blvd Aurora IL 60506,Aurora,33.23,60506,Countryside Care Centre,5931667,884581,68277,2330 W Galena Blvd,3414048,countryside_care_centre_2014_0051763.xml.xml,30729,51763,41.765116,-88.373748
1635 East 154th St Dolton IL 60419,Dolton,30.02,60419,Countryside Nrsg & Rehab Ctr,7375514,86535,60814,1635 East 154th St,2069881,countryside_nrsg_rehab_ctr_2014_0050708.xml.xml,17082,50708,41.615402,-87.578426
400 West Grant St Macomb IL 61455,Macomb,24.69,61455,Countryview Care Ctr Macomb,2021719,221520,18737,400 West Grant St,153088,countryview_care_center_macomb_2014_0053199.xml.xml,5936,53199,40.447789,-90.675784
503 South Bourne St Tolono IL 61880,Tolono,0,61880,Countryview Home,0,0,4500,503 South Bourne St,0,countryview_home_2014_0035493.xml.xml,0,35493,39.978003,-88.259968
52 Old Rte 45 Bx 116 Louisville IL 62858,Louisville,0,62858,Countryview Terrace,284673,0,2958,52 Old Rte 45 Bx 116,0,countryview_terrace_2014_0053041.xml.xml,0,53041,38.879194,-88.521091
3601 S Harlem Avenue Berwyn IL 60402,Berwyn,31.2,60402,Courtyard Healthcare Center,5945474,222710,43232,3601 S Harlem Avenue,3224047,courtyard_healthcare_center_2014_0050807.xml.xml,23111,50807,41.837645,-87.803207
